No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1040;21.449.963;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1058792 Win=1051392 Len=0;;21,449963;21,458514;0,008551;;0,008487;6,40E-05;-0,008423
1041;21.458.514;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1058792 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,458514;21,458578;6,40E-05;;-0,001776;0,00184;0,003616
1042;21.458.578;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1060172 Win=1051392 Len=0;;21,458578;21,460418;0,00184;;0,001798;4,20E-05;-0,001756
1043;21.460.418;104.118.148.140;192,168,43,84;TLSv1,2;13854;Application Data [TCP segment of a reassembled PDU];;21,460418;21,46046;4,20E-05;;-0,001596;0,001638;0,003234
1044;21.460.460;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1073972 Win=1051392 Len=0;;21,46046;21,462098;0,001638;;0,001268;0,00037;-0,000898
1045;21.462.098;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1073972 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,462098;21,462468;0,00037;;0,000338;3,20E-05;-0,000306
1046;21.462.468;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1075352 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,462468;21,4625;3,20E-05;;-0,001731;0,001763;0,003494
1047;21.462.500;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1076732 Win=1051392 Len=0;;21,4625;21,464263;0,001763;;0,001304;0,000459;-0,000845
1048;21.464.263;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1076732 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,464263;21,464722;0,000459;;0,000432;2,70E-05;-0,000405
1049;21.464.722;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1078112 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,464722;21,464749;2,70E-05;;-0,00181;0,001837;0,003647
1050;21.464.749;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1080872 Win=1051392 Len=0;;21,464749;21,466586;0,001837;;0,001802;3,50E-05;-0,001767
1051;21.466.586;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [PSH, ACK] Seq=1080872 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,466586;21,466621;3,50E-05;;-0,00054;0,000575;0,001115
1052;21.466.621;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1082252 Win=1051392 Len=0;;21,466621;21,467196;0,000575;;0,000546;2,90E-05;-0,000517
1053;21.467.196;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;21,467196;21,467225;2,90E-05;;-0,001003;0,001032;0,002035
1054;21.467.225;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1085012 Win=1051392 Len=0;;21,467225;21,468257;0,001032;;-0,003217;0,004249;0,007466
1055;21.468.257;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1085012 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,468257;21,472506;0,004249;;0,004217;3,20E-05;-0,004185
1056;21.472.506;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1086392 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,472506;21,472538;3,20E-05;;-0,000759;0,000791;0,00155
1057;21.472.538;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1087772 Win=1051392 Len=0;;21,472538;21,473329;0,000791;;0,000763;2,80E-05;-0,000735
1058;21.473.329;104.118.148.140;192,168,43,84;TLSv1,2;5574;Application Data [TCP segment of a reassembled PDU];;21,473329;21,473357;2,80E-05;;-0,001368;0,001396;0,002764
1059;21.473.357;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1093292 Win=1051392 Len=0;;21,473357;21,474753;0,001396;;0,001032;0,000364;-0,000668
1060;21.474.753;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1093292 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,474753;21,475117;0,000364;;0,000345;1,90E-05;-0,000326
1061;21.475.117;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1094672 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,475117;21,475136;1,90E-05;;-0,002068;0,002087;0,004155
1062;21.475.136;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1096052 Win=1051392 Len=0;;21,475136;21,477223;0,002087;;0,00041;0,001677;0,001267
1063;21.477.223;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1096052 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,477223;21,4789;0,001677;;0,00165;2,70E-05;-0,001623
1064;21.478.900;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1097432 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,4789;21,478927;2,70E-05;;-0,001813;0,00184;0,003653
1065;21.478.927;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1098812 Win=1051392 Len=0;;21,478927;21,480767;0,00184;;-0,00573;0,00757;0,0133
1066;21.480.767;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1098812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,480767;21,488337;0,00757;;0,007507;6,30E-05;-0,007444
1067;21.488.337;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1100192 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,488337;21,4884;6,30E-05;;-0,000173;0,000236;0,000409
1068;21.488.400;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1101572 Win=1051392 Len=0;;21,4884;21,488636;0,000236;;0,000207;2,90E-05;-0,000178
1069;21.488.636;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1101572 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,488636;21,488665;2,90E-05;;-0,002233;0,002262;0,004495
1070;21.488.665;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1104332 Win=1051392 Len=0;;21,488665;21,490927;0,002262;;0,000212;0,00205;0,001838
1071;21.490.927;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1104332 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,490927;21,492977;0,00205;;0,002037;1,30E-05;-0,002024
1072;21.492.977;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,492977;21,49299;1,30E-05;;-0,001009;0,001022;0,002031
1073;21.492.990;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1107092 Win=1051392 Len=0;;21,49299;21,494012;0,001022;;0,000993;2,90E-05;-0,000964
1074;21.494.012;104.118.148.140;192,168,43,84;TCP;6954;443  >  57209 [ACK] Seq=1107092 Ack=618 Win=31360 Len=6900 [TCP segment of a reassembled PDU];;21,494012;21,494041;2,90E-05;;-0,001318;0,001347;0,002665
1075;21.494.041;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1113992 Win=1051392 Len=0;;21,494041;21,495388;0,001347;;0,001332;1,50E-05;-0,001317
1076;21.495.388;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,495388;21,495403;1,50E-05;;-0,003067;0,003082;0,006149
1077;21.495.403;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1115372 Win=1051392 Len=0;;21,495403;21,498485;0,003082;;0,003025;5,70E-05;-0,002968
1078;21.498.485;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1115372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,498485;21,498542;5,70E-05;;4,10E-05;1,60E-05;-2,50E-05
1079;21.498.542;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=1116752 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;21,498542;21,498558;1,60E-05;;-0,002039;0,002055;0,004094
1080;21.498.558;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1120892 Win=1051392 Len=0;;21,498558;21,500613;0,002055;;0,001164;0,000891;-0,000273
1081;21.500.613;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1120892 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,500613;21,501504;0,000891;;0,000841;5,00E-05;-0,000791
1082;21.501.504;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1122272 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,501504;21,501554;5,00E-05;;4,00E-06;4,60E-05;4,20E-05
1083;21.501.554;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1125032 Win=1051392 Len=0;;21,501554;21,5016;4,60E-05;;2,80E-05;1,80E-05;-1,00E-05
1084;21.501.600;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1125032 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,5016;21,501618;1,80E-05;;-0,014134;0,014152;0,028286
1085;21.501.618;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1126412 Win=1051392 Len=0;;21,501618;21,51577;0,014152;;0,014058;9,40E-05;-0,013964
1086;21.515.770;104.118.148.140;192,168,43,84;TLSv1,2;13854;Application Data [TCP segment of a reassembled PDU];;21,51577;21,515864;9,40E-05;;2,80E-05;6,60E-05;3,80E-05
1087;21.515.864;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1140212 Win=1051392 Len=0;;21,515864;21,51593;6,60E-05;;-0,00096;0,001026;0,001986
1088;21.515.930;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1140212 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,51593;21,516956;0,001026;;0,000953;7,30E-05;-0,00088
1089;21.516.956;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [PSH, ACK] Seq=1141592 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;21,516956;21,517029;7,30E-05;;-0,008176;0,008249;0,016425
1090;21.517.029;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1147112 Win=1051392 Len=0;;21,517029;21,525278;0,008249;;0,008206;4,30E-05;-0,008163
1091;21.525.278;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,525278;21,525321;4,30E-05;;-0,00321;0,003253;0,006463
1092;21.525.321;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1148492 Win=1051392 Len=0;;21,525321;21,528574;0,003253;;0,003202;5,10E-05;-0,003151
1093;21.528.574;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1148492 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,528574;21,528625;5,10E-05;;3,50E-05;1,60E-05;-1,90E-05
1094;21.528.625;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1149872 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;21,528625;21,528641;1,60E-05;;-0,000306;0,000322;0,000628
1095;21.528.641;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1152632 Win=1051392 Len=0;;21,528641;21,528963;0,000322;;0,000298;2,40E-05;-0,000274
1096;21.528.963;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1152632 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,528963;21,528987;2,40E-05;;-0,000367;0,000391;0,000758
1097;21.528.987;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1154012 Win=1051392 Len=0;;21,528987;21,529378;0,000391;;-0,006739;0,00713;0,013869
1098;21.529.378;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1154012 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,529378;21,536508;0,00713;;0,007083;4,70E-05;-0,007036
1099;21.536.508;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;21,536508;21,536555;4,70E-05;;-0,056599;0,056646;0,113245
1100;21.536.555;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1156772 Win=1051392 Len=0;;21,536555;21,593201;0,056646;;0,020024;0,036622;0,016598
1101;21.593.201;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1156772 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,593201;21,629823;0,036622;;0,03658;4,20E-05;-0,036538
1102;21.629.823;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1158152 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,629823;21,629865;4,20E-05;;-0,018504;0,018546;0,03705
1103;21.629.865;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1159532 Win=1051392 Len=0;;21,629865;21,648411;0,018546;;-0,022061;0,040607;0,062668
1104;21.648.411;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1159532 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,648411;21,689018;0,040607;;0,035154;0,005453;-0,029701
1105;21.689.018;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1160912 Win=1051392 Len=0;;21,689018;21,694471;0,005453;;-0,0123;0,017753;0,030053
1106;21.694.471;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1160912 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,694471;21,712224;0,017753;;0,017712;4,10E-05;-0,017671
1107;21.712.224;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1162292 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,712224;21,712265;4,10E-05;;-4,00E-06;4,50E-05;4,90E-05
1108;21.712.265;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1163672 Win=1051392 Len=0;;21,712265;21,71231;4,50E-05;;-0,038742;0,038787;0,077529
1109;21.712.310;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1163672 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,71231;21,751097;0,038787;;0,038719;6,80E-05;-0,038651
1110;21.751.097;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1165052 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,751097;21,751165;6,80E-05;;-0,0598;0,059868;0,119668
1111;21.751.165;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1166432 Win=1051392 Len=0;;21,751165;21,811033;0,059868;;0,019085;0,040783;0,021698
1112;21.811.033;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1166432 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;21,811033;21,851816;0,040783;;-0,131527;0,17231;0,303837
1114;21.851.816;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1167812 Win=1051392 Len=0;;21,851816;22,024126;0,17231;;0,132311;0,039999;-0,092312
1116;22.024.126;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1167812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,024126;22,064125;0,039999;;0,0195;0,020499;0,000999
1117;22.064.125;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1169192 Win=1051392 Len=0;;22,064125;22,084624;0,020499;;0,015889;0,00461;-0,011279
1118;22.084.624;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1169192 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,084624;22,089234;0,00461;;0,004532;7,80E-05;-0,004454
1119;22.089.234;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1170572 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,089234;22,089312;7,80E-05;;-0,002694;0,002772;0,005466
1120;22.089.312;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1171952 Win=1051392 Len=0;;22,089312;22,092084;0,002772;;-0,007651;0,010423;0,018074
1121;22.092.084;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;22,092084;22,102507;0,010423;;0,010315;0,000108;-0,010207
1122;22.102.507;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1173332 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,102507;22,102615;0,000108;;-0,002363;0,002471;0,004834
1123;22.102.615;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1174712 Win=1051392 Len=0;;22,102615;22,105086;0,002471;;-0,021465;0,023936;0,045401
1124;22.105.086;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1174712 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,105086;22,129022;0,023936;;0,0238;0,000136;-0,023664
1125;22.129.022;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1176092 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,129022;22,129158;0,000136;;-0,135944;0,13608;0,272024
1126;22.129.158;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1177472 Win=1051392 Len=0;;22,129158;22,265238;0,13608;;0,135998;8,20E-05;-0,135916
1127;22.265.238;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1177472 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,265238;22,26532;8,20E-05;;6,40E-05;1,80E-05;-4,60E-05
1128;22.265.320;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;22,26532;22,265338;1,80E-05;;-0,003246;0,003264;0,00651
1129;22.265.338;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1180232 Win=1051392 Len=0;;22,265338;22,268602;0,003264;;-0,013087;0,016351;0,029438
1130;22.268.602;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1180232 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,268602;22,284953;0,016351;;0,016307;4,40E-05;-0,016263
1131;22.284.953;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1181612 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,284953;22,284997;4,40E-05;;-0,008102;0,008146;0,016248
1132;22.284.997;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1182992 Win=1051392 Len=0;;22,284997;22,293143;0,008146;;-0,007968;0,016114;0,024082
1133;22.293.143;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1182992 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,293143;22,309257;0,016114;;0,016057;5,70E-05;-0,016
1134;22.309.257;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1184372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,309257;22,309314;5,70E-05;;-0,019855;0,019912;0,039767
1135;22.309.314;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1185752 Win=1051392 Len=0;;22,309314;22,329226;0,019912;;-0,020936;0,040848;0,061784
1136;22.329.226;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1185752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,329226;22,370074;0,040848;;0,020049;0,020799;0,00075
1137;22.370.074;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1187132 Win=1051392 Len=0;;22,370074;22,390873;0,020799;;-0,005096;0,025895;0,030991
1138;22.390.873;192,168,43,84;52,84,229,238;TCP;55;[TCP Keep-Alive] 56886  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1;;22,390873;22,416768;0,025895;;-0,01545;0,041345;0,056795
1139;22.416.768;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1187132 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,416768;22,458113;0,041345;;-0,018823;0,060168;0,078991
1140;22.458.113;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1188512 Win=1051392 Len=0;;22,458113;22,518281;0,060168;;0,059792;0,000376;-0,059416
1141;22.518.281;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1188512 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,518281;22,518657;0,000376;;0,000273;0,000103;-0,00017
1142;22.518.657;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=1189892 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;22,518657;22,51876;0,000103;;-0,009182;0,009285;0,018467
1143;22.518.760;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1192652 Win=1051392 Len=0;;22,51876;22,528045;0,009285;;0,009127;0,000158;-0,008969
1144;22.528.045;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1192652 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,528045;22,528203;0,000158;;-0,00038;0,000538;0,000918
1145;22.528.203;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1194032 Win=1051392 Len=0;;22,528203;22,528741;0,000538;;0,000422;0,000116;-0,000306
1146;22.528.741;104.118.148.140;192,168,43,84;TLSv1,2;5574;Application Data [TCP segment of a reassembled PDU];;22,528741;22,528857;0,000116;;-0,000621;0,000737;0,001358
1147;22.528.857;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1199552 Win=1051392 Len=0;;22,528857;22,529594;0,000737;;0,000632;0,000105;-0,000527
1148;22.529.594;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=1199552 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;22,529594;22,529699;0,000105;;-0,004165;0,00427;0,008435
1149;22.529.699;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1205072 Win=1051392 Len=0;;22,529699;22,533969;0,00427;;0,002702;0,001568;-0,001134
1150;22.533.969;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=1205072 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;22,533969;22,535537;0,001568;;0,001392;0,000176;-0,001216
1151;22.535.537;104.118.148.140;192,168,43,84;TLSv1,2;9714;Application Data [TCP segment of a reassembled PDU];;22,535537;22,535713;0,000176;;-2,40E-05;0,0002;0,000224
1152;22.535.713;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=1216112 Win=1051392 Len=0;;22,535713;22,535913;0,0002;;0,000113;8,70E-05;-2,60E-05
